4407911	2063344
711360	2425803
2393266	3598173
4279511	4722328
1288622	1913365
2414397	1094471
2926917	2478600
3202550	1988863
4909282	4854074
1759034	1186396
3558774	1504765
2517490	3558694
4384446	1051099
1237715	767673
250864	1118216
3344544	2920491
4242024	4543556
2563025	1221084
2520535	4483115
4097444	1488895
2063411	208635
3032293	3694312
211871	353995
1613992	705204
2950221	1970792
286604	4200264
4931152	442285
3806811	2640725
3220218	4946892
2311372	4131374
200788	4944397
4061743	4347146
4669060	2097887
612981	2190881
4426006	711143
2606114	1467707
4578327	342078
3249035	1519466
64051	3510232
3744906	2404021
129077	486322
977379	4222121
3587555	1419370
799748	3251731
2516044	889189
3213797	244721
4680925	3225233
4582167	2737194
4389540	2755626
3880723	1797490
1136023	3446846
1354180	4009588
542301	791594
4448215	2568086
2726447	4803407
3643815	4844551
1283164	2454761
1131553	2338867
638810	680772
1227464	4153225
2750389	3235285
2506998	3500865
247594	1874348
3154587	1438592
773209	3421032
1242754	4183777
258600	534856
1998270	3535484
2950331	2717381
661776	2646594
3547606	3927094
2392666	4136718
2468537	4693457
142734	2186176
4773275	4670280
3524398	2823672
1389956	2795916
2978103	548155
1815058	2634519
4716627	399286
4103788	1463575
881344	2572662
1508204	3335368
71070	4629316
2838685	776402
121348	2764169
3305485	336910
3850364	4100936
1294738	1245061
3817146	1203460
1900213	1333759
1997896	3272750
113444	3799095
3354060	2257380
4200805	1768491
4121857	560205
3927169	1648460
3677944	3179000
3875066	4118529
3537092	1996209
4505768	4694220
2324780	721670
249166	1778661
4922036	2245125
366961	1451477
1813594	2976042
428949	4728675
2681097	2438450
4857534	2478993
1556574	1172587
2602988	4748118
851220	4432865
1023806	4151929
314165	576022
2484712	2586459
2363382	1487957
3970808	4417875
573890	2539409
29871	3950640
2722984	4294209
3646385	799651
2995666	1839578
3003786	477672
725068	2507094
2027007	1879505
2081915	3548202
3252216	4496846
4490538	3124047
2000027	2152585
4683961	1189984
264819	473807
482778	4572103
1997448	1470526
4842747	2276957
1008581	4826813
410261	1165705
2910650	851277
2049218	3387553
543152	2260810
4839634	3529256
521564	3257866
2833587	3827243
2212746	1807202
77371	1933110
4332445	1863443
4996438	2756302
4879273	2563576
1934128	572405
1160241	416675
3947075	4557748
3626454	3630595
1734379	478207
1077186	3894345
1123122	4999372
4070412	4106415
4910739	3740181
415178	1025536
1573925	1796936
2732377	3160012
253026	4065374
3349884	4806159
2534517	3950558
915067	2553444
4668154	22507
3074365	4534833
1218291	3758465
2286288	4217700
4416621	1228744
1262711	4860819
3454211	4347031
2549991	976811
4810720	2461639
3762710	1754008
1396809	570341
3206719	2767175
1704973	1221095
2983655	2439403
4819019	4913267
4035559	3219798
563426	2708129
1799005	1387387
3061110	606543
1413079	2010395
3021263	922134
4404491	3103810
814182	4922073
3574520	4430089
3963958	3153471
992663	1561610
2275185	4967130
2650107	4865563
2591705	551804
2379468	2590301
4948240	3037827
631421	1287386
2444049	4544455
1581476	3065728
4953876	4703413
4780571	3089972
1917768	662235
2097539	4638906
4372679	4350461
2369472	3213516
2435948	281586
2364535	1673615
3319036	2395399
679302	2282583
565570	4100873
3917664	212259
2674423	233905
4626729	1231466
4121033	1786916
1727366	4609487
2579461	2857186
739101	259006
4602231	107878
390569	1192935
2857768	4858832
1443114	4275474
4650708	455446
834164	43530
4029462	4193707
815124	2025040
1581584	1727543
4681562	3885106
622423	4310857
1694124	1195483
1481402	3235414
868766	2014480
2371660	4531144
1706362	2248591
4020636	2378748
3344473	966639
1116295	3454654
916129	3866964
3696806	2824282
2125654	84781
1064565	3206296
165169	4428067
4559861	4744986
3277952	628274
2144820	826732
4536138	2870921
1947162	3004129
1496531	872886
2757762	4328940
2240797	3593184
4796308	1247179
3209623	3153269
1861021	4878195
3789388	3963893
1944517	1604819
1491253	3870035
3668698	259548
1572204	46124
2743911	3698358
1565425	1524967
1111395	4589500
2511081	4642908
486077	1407306
2918014	3799602
1908710	917246
3276584	4525835
447107	2046363
3001683	163222
2904958	131022
2953296	454051
4866363	626441
2023666	2690387
838814	3888288
1542717	611912
1949157	4521024
1862505	1408213
3496323	929548
4145465	3072830
3734601	1916316
1944135	3032512
2563502	4245989
905134	3132587
4302225	2584160
4445164	3008297
1425800	986575
4437148	3202588
2788871	4966711
4666105	4220247
802769	2308781
4380937	4178943
2528190	3213077
4924748	2140528
1511561	969830
2913214	2414540
2585070	4947608
2782112	1687692
2389919	120636
4545911	4097429
2349438	1644549
2202462	3374687
4101271	4966677
3369385	2384569
2172667	1404625
980069	4100663
4052862	1025629
2365466	1388950
3056336	1296388
2197830	3464994
2142490	4782171
3708461	4990286
4581663	3778591
1163669	4503426
680684	3216599
3129841	3341529
1289752	3238924
1472560	636125
4626078	2983306
3633138	2126148
958722	2067566
3628015	3920964
2676472	2099495
2295647	4777233
3760520	3134771
3930999	4533307
4353846	4343857
4619000	4637467
1262275	609407
3978339	4348715
2377606	1441572
2228276	377373
790705	4625887
439816	1618547
507979	1190637
568456	2217944
4262587	4074301
729611	2595436
2636940	140376
2923150	4769142
3796987	1926234
2583138	4714154
3882641	3187193
1140317	2164019
2469755	4018876
2687239	922838
3452976	494153
1369106	4244021
3980523	3978652
1725917	2471635
3956323	906195
3931860	2816309
2435775	1957469
4861733	2012891
3418573	4492315
991179	2682284
4127649	2764273
4361645	2738512
4136823	2131171
2663346	1235307
3593891	1138269
907048	1844073
559257	2181079
3453204	4108751
1524604	510233
4589710	3946088
4936677	534083
2149490	3126520
3147956	3039102
3218617	4753774
2016969	3457324
2435587	1078476
3507518	4064706
3619487	1827848
4463078	723555
710473	2348755
107879	3695274
2757196	400712
970396	4406664
1386511	1522242
843667	1312172
2342634	4806652
4034649	2371324
4000698	1818977
1621621	78955
3768863	614307
4401915	2651710
2154782	1323109
766875	2212328
4770666	1514754
2185257	650051
3079576	3946592
3764788	2406065
3459450	2828288
3192787	4693825
2513097	4307393
582660	4778948
3821882	1054939
328363	2738595
222962	1527515
2608051	525875
225183	3919507
117345	2186464
2047266	778819
2876739	4732511
3771638	628035
148209	1073063
4052745	2803060
1070769	419747
576479	4939866
1629964	2414278
3920731	456939
997365	766823
1260378	4037575
904695	2678690
1601300	4971692
944463	3806194
4547051	3754945
1578071	489785
213899	3737475
1132920	49211
2627965	4464603
2108897	99073
1048953	758723
659564	4940224
2913974	4132856
4235923	231913
3116077	4522789
3629645	1562726
4464467	4389503
2995327	835427
2154035	3960154
4914210	1651850
3893780	1153887
1505319	792595
706083	556106
2617939	4933094
3105490	2859823
4640477	1927829
1829213	3025315
1891440	2033767
2491028	2206055
4886883	1459861
2231416	777045
4500006	2390579
4912480	3602414
1952850	2125449
214583	3437702
1386331	849477
892912	2865592
4774389	3420041
4546027	4971990
3025603	4302074
4886573	4660403
4286975	451572
3481991	4868198
1126688	3642410
4700254	340330
2303873	3823677
175562	1666840
2025513	3290510
4369360	2718450
1531234	2816757
4133395	487727
979528	111119
1421126	4966482
