4407911	2063344
3882619	1396883
3494924	1565323
3871472	3869781
3157048	2335800
3319650	126402
3276512	416369
1884554	4628946
3453881	2135616
526329	3281865
558838	1940407
1022676	3716081
3635905	2106334
242023	3012668
2957395	4811901
3859725	2008658
197340	3421663
2893788	1362642
4018012	4017790
1588500	1351013
570576	3316660
4203240	1541780
2107505	1890682
1169838	112244
3190292	2181001
2835946	3930872
4665107	2583552
3062119	3758466
3391355	3139056
4205561	3000256
600111	2299712
1208582	760764
2761889	2783472
4528049	2566197
1399735	4185335
1295034	4243618
1560883	1074294
1644251	1604634
2213024	2138061
4511848	349721
1044500	1780864
2371339	967931
2472545	2224852
4948431	4752375
1471208	1890513
4081036	1822210
1726411	1930990
4411679	191155
3227467	2260131
2830402	4267171
583677	1779438
1028948	1012418
4833608	2634141
4435435	3436778
3578965	1231896
1343598	464268
3906013	2998859
2282862	3422436
4726384	123318
4419245	1778269
3510722	2969013
238637	4927634
2511084	4465808
4738613	3928502
4512774	3675150
2061064	3815252
1536236	2617651
4995474	3569503
4448679	915025
2035275	4733313
1875943	4241551
2788879	4665916
3756874	3868734
4035939	4641679
2995441	3840233
1684990	4920019
3684790	3466128
472953	1632729
1866317	718835
1723038	4585828
649403	4595586
2625253	1968395
186276	3754646
3347873	2487800
3733736	1416724
4223196	2853755
1154841	1322984
1731473	1121382
2763754	4622496
881712	1079132
2300524	2144067
1196978	2186819
2251238	4144896
3213048	4112817
2578482	1838323
2862993	2669184
3255401	440961
2368139	3823063
2048027	4444593
3712363	1308980
1138631	3388791
1751946	4612890
2864371	2240953
4633990	3728105
1547814	4493833
4406275	3175812
1174010	2452458
1930608	332052
4122389	4304662
4879092	4970077
2528948	1811694
3201493	4136883
4430693	4689595
2041941	3522880
4732002	2566130
846922	3954296
1318489	4815918
3749030	4452870
421013	2045189
4624634	4401316
3233033	1799296
1751397	414156
3095273	2704227
507118	3366001
3276984	1380650
938867	511038
4033602	162341
3935987	1442881
7291	4611852
4002245	457790
884190	3617705
1124599	736853
2020354	1426502
2233757	4993286
4199088	541068
4959470	858599
1414636	4739200
4317265	274516
2474349	941420
3582948	3114855
1878668	2390347
4436480	1631563
2813384	3532249
2579439	3150152
4632316	1834417
3145786	1707201
184981	454623
4553646	3238341
663370	1178148
4023960	2796829
3882438	624228
3404686	1682761
2582245	4981395
4339377	748739
1374933	4350448
187773	1544425
1142691	2890909
1558380	4683654
2128929	1610665
3208335	1310030
1135632	4776280
842956	173812
3563098	314484
3443615	1592664
2442088	802404
2938077	853745
3165433	4431045
2384695	3105445
4747796	739084
3179313	1689600
1865237	627088
2948723	2054479
2073123	1629828
658764	4830809
1729070	3842567
4879282	4621420
418777	4474709
3548014	4730426
1419112	2820887
503991	2787029
872240	191427
1046416	4478017
1330928	2101929
514555	1741127
3444451	1149166
4320067	329167
2661164	927621
818409	4984738
134541	1042003
4473602	4304204
3751766	191562
1417934	4120868
3567884	561004
2302314	1740020
3173595	281579
3012497	2130760
4057378	3010658
1344324	809628
3480324	812786
3140264	2784443
4860301	1137484
2028544	4705737
4295116	1674908
909250	3730165
2531664	4062633
920599	1259220
109558	4653708
3791222	2590678
2584933	2288315
110909	4508773
1442200	4999580
3233244	4743736
1992176	502910
2503058	1929120
151351	1110158
1113819	4852005
744483	4331455
255318	4059169
2119118	3200849
997618	890276
3555830	2250985
4125003	4110265
345994	2597808
472745	1785679
482264	743171
1667066	4044588
1389549	314283
2572226	4857468
431455	4142893
259738	4783165
4909155	3975885
4255428	25597
3586848	2109583
2625285	4487100
1879833	2204634
1757735	1218978
4846278	4816685
3610951	2360497
3743342	1864335
2097437	904358
3080368	4240904
3041150	4192728
3265	4783006
1689003	1313644
193342	2419472
4225439	3379745
652121	4677826
2452527	607699
4245615	1580936
403768	4345986
2079565	4467456
975949	4477586
2289769	2551580
2133033	1496796
3950350	3506722
2058330	1274894
1033737	4111405
2084521	1778482
3269250	2837578
1141543	4888029
3241916	204191
4825230	3412208
3295588	3548569
1369953	2600731
2745998	1053211
2519226	9143
2297751	2943991
3107227	305928
3574210	1168290
3970975	2195456
2984619	4825056
2584340	1310819
4720479	2781984
1185839	3782034
3503483	3173633
458134	321211
2571205	3249111
523441	3736292
2325011	2054285
2412072	2773497
448108	3183135
1838358	1194334
1879417	2566363
1110915	1679340
2135566	1818866
539659	4155741
3637169	687578
2587403	996687
1317833	3680768
2675435	2621455
4706744	1737031
499382	3835673
4093745	260485
2812415	127977
194284	3565093
3976727	4368363
1487884	4899567
4292768	2087612
1576735	3911407
2798652	2812233
32577	4097186
203182	502102
4488427	4823368
2653808	2762670
582793	1135023
4178618	3549556
3991492	2263940
1294517	1342830
4131056	169763
189424	1683566
840111	3208834
4927311	1535512
3489078	4698754
2042205	2640322
2395094	2144161
4538700	3453777
3603945	179266
3209497	979363
1043617	648962
2652970	3329538
4145438	3069191
1988615	4275918
1986199	4900281
3128388	3805455
307637	1178633
705351	3268491
1164893	2135246
3213663	1913913
4015920	3982535
157110	229536
4426814	4885895
252934	1943369
1546248	2417738
1279114	646689
2756913	4055222
4238772	875523
3609175	4133722
2219860	4352479
4919974	3704341
4159660	4769972
1206214	2990362
716554	2909341
4077740	1932410
1035477	1985658
2064077	1538519
1572989	2599004
3074092	576891
575014	2596544
541326	3952754
1168729	1800961
764900	247477
4459598	2068705
806526	2152583
3579993	965002
1737838	2912801
191578	2202851
4220064	4347058
625412	1484148
1204682	730354
62061	4352161
4336412	3667909
4656959	13768
3632957	3511604
823386	2642570
2772352	1308843
2960755	17549
2105784	594662
1373800	2994120
490005	707743
224505	3555834
4112567	2923062
1829912	77963
1477551	3593512
3731533	1587028
1754459	2356142
840245	1880573
1834700	174613
4707018	583034
1077570	3996066
4808067	2652247
3602686	4501630
2271860	3650904
2744285	3192634
4171490	1363412
2727097	4770514
2546640	547250
3076317	278712
4964108	989826
3579518	2884802
2778482	1425979
861227	382246
4721298	927479
228687	4480019
1027322	3302937
2639182	4317842
3059937	262683
352266	3705270
1948987	2835695
2324366	4748236
3765257	84744
4370156	1236918
908838	1527576
4014554	3408825
2947081	3667694
3794468	1596617
2697333	888646
4554177	1368272
3882351	2863917
4382701	3015213
4413667	2934663
2888929	560096
4742048	830494
2656447	4168797
940541	4354722
1715766	723400
868782	3875965
1114766	2318316
2152007	2346600
2189519	3729523
753174	2860736
1649487	2802455
1591813	4938847
3940645	2496704
475398	1483950
4492819	954226
2530436	3663659
2188314	2759842
782531	2516070
3373515	1116000
4780825	3366288
2482430	450102
745359	4377102
2438454	3270918
2261490	4453479
2130079	1411249
3995208	339889
4705397	1491001
4169585	4082753
233838	1594440
1946639	3066717
75957	4073653
1724435	4035431
4869338	1327292
4447639	1154941
4061065	3211978
3075661	1860700
3203705	4333258
4417979	2322390
2730497	576663
2376673	1927825
4303886	667637
2881204	4505204
4595265	433294
2883018	2990598
1588463	3659766
3140239	3486571
3473564	3118725
3175625	1218883
1868368	1273152
2165969	3012172
4252585	2031623
2098441	1124942
3590185	2281923
969784	1776221
2684074	4731172
2260852	2918248
729586	2135736
1186571	770821
1568099	1097032
2443319	876760
2616781	3953259
2954690	2536923
3736075	2560318
2337718	1070682
1018054	827831
1504744	801559
480918	3522578
537815	4880074
147529	2356520
1342385	2987309
108064	421121
2683946	2188509
1544690	2889659
645813	590883
2366463	1459923
80732	2498048
3074028	1396659
524756	4330139
4023766	3562534
2323790	299558
4903673	3012953
36538	2084506
3911906	314149
2853452	4159229
525411	47052
1862084	4588742
4044473	1157210
858313	2287613
4922310	1917091
1058062	2185366
892133	855248
3715431	3410212
4342064	3017305
2336040	1648159
4594174	4427725
3497777	3879877
4656340	98151
4984095	1123739
1075458	629276
2149765	4546151
3696554	2041569
3650743	127041
4629384	2791986
4574196	2986893
2336540	3645546
3097599	869655
3364794	1948631
674817	2979568
3330990	1260754
1807122	4880944
1339104	4987749
1739390	4239076
2735815	3477469
4726875	4690434
2613550	2441247
2377606	1441572
2455714	2195918
98840	707021
4605155	234329
191648	4831623
3753213	2168348
1693255	1278998
2308441	2452570
2840718	2597844
2658662	3536920
1640019	4199105
3802236	4367967
4608380	1321841
1357657	6993
3416335	1611829
2823494	107380
4213903	4464113
4814244	279115
3838415	4863133
2941407	593223
4321541	1548039
3445451	2633193
2442499	3648623
3893013	1492981
3437732	2608044
4873178	2416030
4697340	2767550
4944546	3378538
3147769	3618310
4881904	685243
3147237	2925131
1154002	3523338
2343279	3099455
1184360	2949021
2359686	3373477
2438812	4529907
3262058	3706156
4449756	3879963
2274367	1551585
2819160	3109702
611894	579106
2970880	674091
4944255	4484015
1134493	374677
1698097	3792715
4946948	3040320
1897303	3405230
3943114	1275002
3895446	1005842
2915015	2112897
2714621	3078914
4225072	642265
276875	2416162
755241	872261
